Date,Ticker,grossPnL,feesTrade,netPnL,numTrade,Tag
2025-04-01,AAPL,-0.02888872956137777,0.13836781227301195,-0.16725654183438973,252,IS
2025-04-01,AMD,0.009513457128210048,0.09184232539172034,-0.08232886826351035,254,IS
2025-04-01,AMGN,0.025184955879198917,0.13180746488601014,-0.1066225090068112,241,IS
2025-04-01,AMZN,0.0004946148845710807,0.09778906224732678,-0.09729444736275578,255,IS
2025-04-01,DJI,0.0037953012751406096,0.18393076333496108,-0.18013546205982053,251,IS
2025-04-01,FTSE,0.0064843788349398315,0.31356795769278695,-0.307083578857847,235,IS
2025-04-01,GME,-0.02960553765097928,0.04301408998777433,-0.07261962763875364,252,IS
2025-04-01,GOOG,-0.004772218825837277,0.10935435369906142,-0.11412657252489869,254,IS
2025-04-01,GSPC,0.019413257753145917,0.17327309798541826,-0.15385984023227228,252,IS
2025-04-01,MSFT,-0.020656543320489572,0.12698667400083602,-0.14764321732132554,255,IS
2025-04-01,NVDA,0.019121178628547897,0.07379124138237922,-0.05467006275383131,257,IS
2025-04-01,OPTT,0.01795106583138376,0.02306258151826793,-0.0051115156868841785,220,IS
2025-04-01,QQQ,0.017573451356313646,0.13284973467295025,-0.11527628331663657,256,IS
2025-04-01,RUT,0.024420220896531095,0.19097903317099696,-0.16655881227446584,239,IS
2025-04-01,TSLA,-0.01338427592829252,0.04519535805199065,-0.058579633980283215,259,IS
2025-04-01,UNH,0.004714521344146183,0.14592346658755612,-0.1412089452434099,249,IS
2025-05-01,AAPL,-0.04288111983250915,0.12999520239734877,-0.17287632222985788,256,IS
2025-05-01,AMD,0.03571114500159948,0.09395890300832496,-0.058247758006725506,261,IS
2025-05-01,AMGN,-0.0060964607985008745,0.11688364603383496,-0.12298010683233597,239,IS
2025-05-01,AMZN,-0.004843481641006107,0.10425624557158786,-0.10909972721259398,256,IS
2025-05-01,DJI,0.002236635399853172,0.21612921552114034,-0.2138925801212871,251,IS
2025-05-01,FTSE,-0.023966319310923506,0.4444385937239983,-0.46840491303492143,239,IS
2025-05-01,GME,0.01875194022636205,0.10392779288149569,-0.08517585265513378,250,IS
2025-05-01,GOOG,-0.012674165946536685,0.13598536689153184,-0.14865953283806863,257,IS
