Ticker,Date,PnL
AMD,2025-01-30,0.0032100468284749746
MSFT,2025-01-30,-0.013108339027403663
NVDA,2025-01-30,0.03480763819660085
^GSPC,2025-01-30,-0.005176151473656222
^RUT,2025-01-30,0.0027254942136184764
AMD,2025-01-31,0.014383031405062882
MSFT,2025-01-31,0.009567867047822951
NVDA,2025-01-31,0.0406869661345515
^GSPC,2025-01-31,0.011284961728850159
^RUT,2025-01-31,0.006985225489993805
