Date,Ticker,grossPnL,feesTrade,netPnL,numTrade,Tag
2025-04-01,AAPL,-1.5300183977400081,1.9575837136404854,-3.487602111380494,44,IS
2025-04-01,AMD,1.3244601658412165,0.7942328791482108,0.5302272866930058,39,IS
2025-04-01,AMGN,3.7897175380160775,2.526731747763498,1.2629857902525805,41,IS
2025-04-01,AMZN,1.1074442182268172,1.4980202981676374,-0.3905760799408203,39,IS
2025-04-01,DJI,463.62639508929715,393.84812709263383,69.77826799666325,47,IS
2025-04-01,FTSE,48.41486467634786,113.980704788644,-65.56584011229614,66,IS
2025-04-01,GME,-0.5045390810285291,0.20021510637828283,-0.704754187406812,44,IS
2025-04-01,GOOG,2.7361897059849696,1.2389756177629743,1.4972140882219955,39,IS
2025-04-01,GSPC,21.16209193638315,55.045982060895646,-33.88389012451249,49,IS
2025-04-01,MSFT,7.015698024204767,3.4249588271004807,3.590739197104285,45,IS
2025-04-01,NVDA,3.0872159685407325,0.7611778714861189,2.326038097054613,35,IS
2025-04-01,OPTT,0.01305861451796142,0.003867797861886876,0.009190816656074543,45,IS
2025-04-01,QQQ,6.792164393833502,3.953128738185338,2.839035655648164,42,IS
2025-04-01,RUT,14.284938267298003,26.921196568080344,-12.636258300782352,67,IS
2025-04-01,TSLA,-1.947855268205899,1.7971536556788856,-3.745008923884786,33,IS
2025-04-01,UNH,-2.254435947963202,3.983282687159947,-6.237718635123152,38,IS
2025-05-01,AAPL,-9.180266244070879,1.5730673250470844,-10.753333569117965,37,IS
2025-05-01,AMD,1.792987551007954,0.807776795387268,0.9852107556206858,41,IS
2025-05-01,AMGN,0.48663766043534906,2.508325776672363,-2.021688116237014,44,IS
2025-05-01,AMZN,-1.4088374546596185,1.710325183868408,-3.119162638528026,45,IS
2025-05-01,DJI,21.91280691963766,450.23821449497785,-428.3254075753402,55,IS
2025-05-01,FTSE,-11.632254464282596,108.65555896344868,-120.28781342773128,64,IS
2025-05-01,GME,-0.13765995843070655,0.2553938490527017,-0.39305380748340835,46,IS
2025-05-01,GOOG,0.8789313180106149,1.4353040520804266,-0.5563727340698124,44,IS
2025-05-01,GSPC,-12.766828264508149,60.82242351946148,-73.58925178396966,54,IS
2025-05-01,MSFT,-1.653062002999377,4.127943619973321,-5.781005622972697,48,IS
2025-05-01,NVDA,-0.9106475285121292,1.1110295412608557,-2.021677069772985,49,IS
2025-05-01,OPTT,0.004517808556556646,0.0030730292009455815,0.0014447793556110638,37,IS
2025-05-01,QQQ,-0.7373395647321672,4.454751359558106,-5.192090924290273,46,IS
2025-05-01,RUT,4.962546212332882,26.531332828630717,-21.568786616297846,67,IS
2025-05-01,TSLA,-4.8965781075614245,2.1608832672119145,-7.057461374773339,38,IS
2025-05-01,UNH,-3.2464229038782264,3.302516271972656,-6.548939175850882,41,IS
2025-07-01,AAPL,-3.545454297746943,1.9978300664084296,-5.543284364155373,48,IS
2025-07-01,AMD,1.9416046142578693,1.2313239907400946,0.7102806235177747,45,IS
2025-07-01,AMGN,2.534491402762285,2.8475714739118305,-0.31308007114954556,49,IS
2025-07-01,AMZN,0.07776641845705967,1.9364457404000417,-1.8586793219429816,44,IS
2025-07-01,DJI,38.25809151788417,391.627656780134,-353.36956526224975,44,IS
2025-07-01,FTSE,-5.360839843751819,111.930374874442,-117.29121471819381,64,IS
2025-07-01,GME,0.2133477755955333,0.25057353621210376,-0.037225760616570555,52,IS
2025-07-01,GOOG,-0.27452087402338066,1.6913418895176477,-1.9658627635410293,48,IS
2025-07-01,GSPC,-0.016409737723733997,53.31340784912109,-53.329817586844825,43,IS
2025-07-01,MSFT,-1.5059007917131453,4.339166336277552,-5.8450671279906965,44,IS
2025-07-01,NVDA,2.376673562186056,1.3218029506683346,1.0548706115177204,43,IS
2025-07-01,OPTT,0.014753331031118144,0.00306475125678948,0.011688579774328665,32,IS
2025-07-01,QQQ,2.9603162493021955,4.268102402823312,-1.307786153521117,39,IS
2025-07-01,RUT,16.45819091796875,29.89291791381836,-13.434726995849616,68,IS
2025-07-01,TSLA,-9.316053118024513,2.4748130985804964,-11.79086621660501,41,IS
2025-07-01,UNH,7.940745762416327,2.7163936111450195,5.224352151271307,42,IS
2025-04-02,AAPL,-1.23431396484375,1.7463392203194752,-2.980653185163226,39,IS
2025-04-02,AMD,-1.4137368883405799,1.0502045991897582,-2.463941487530338,51,IS
2025-04-02,AMGN,1.4831880841937846,2.500990076228549,-1.0178019920347658,41,IS
2025-04-02,AMZN,1.6366103036062896,1.4810335455213275,0.15557675808496296,38,IS
2025-04-02,DJI,259.1229073660652,463.42183081752245,-204.29892345145703,55,IS
2025-04-02,FTSE,-11.388602120534415,104.59021162806917,-115.9788137486036,61,IS
2025-04-02,GME,0.587965897151399,0.19393465525082185,0.3940312419005773,43,IS
2025-04-02,GOOG,-0.4615402221680256,1.428794276864188,-1.8903344990322135,45,IS
2025-04-02,GSPC,8.817382812498181,53.16843113141743,-44.35104831891925,47,IS
2025-04-02,MSFT,1.2513798304964894,3.2106952841622487,-1.9593154536657593,42,IS
2025-04-02,NVDA,1.7928058079310745,0.8358924031393868,0.9569134047916875,38,IS
2025-04-02,OPTT,0.006415363933358897,0.0036308072629783823,0.0027845566703805125,44,IS
2025-04-02,QQQ,2.5186898367746267,3.707033154950823,-1.188343318176196,39,IS
2025-04-02,RUT,17.655648367745016,29.273873411342077,-11.618225043597063,72,IS
2025-04-02,TSLA,5.184735979352638,1.9940391793387278,3.1906968000139093,36,IS
2025-04-02,UNH,-3.415383475167573,4.702058176095146,-8.117441651262718,45,IS
