Ticker,Date,PnL,numTrade
AMD,2025-02-03,-0.0019247443240953056,7
MSFT,2025-02-03,0.010709629729288829,3
NVDA,2025-02-03,0.008490978314335642,3
^GSPC,2025-02-03,-0.0036774083671777063,7
^RUT,2025-02-03,0.0008856187172390602,3
