Date,Ticker,grossPnL,feesTrade,netPnL,numTrade,Tag
2025-04-01,AAPL,0.0,0.0,0.0,0,IS
2025-04-01,AMD,-1.2542493002755464,0.26436855389731273,-1.518617854172859,13,IS
2025-04-01,AMGN,-6.218657357352299,2.8364341765267516,-9.055091533879052,46,IS
2025-04-01,AMZN,1.189285278320284,1.3830017303466795,-0.19371645202639592,36,IS
2025-04-01,DJI,48.77399553572468,410.4957890904018,-361.721793554677,49,IS
2025-04-01,FTSE,26.005998883938446,119.19236151646209,-93.18636263252363,69,IS
2025-04-01,GME,-0.7532984869820751,0.20880068511962896,-0.962099172101704,46,IS
2025-04-01,GOOG,0.39697701590395695,1.4598891239711218,-1.0629121080671646,46,IS
2025-04-01,GSPC,-12.187918526783506,57.2460310372489,-69.43394956403236,51,IS
2025-04-01,MSFT,6.050627572195822,2.969449670301165,3.0811779018946575,39,IS
2025-04-01,NVDA,-2.335047585623599,0.8260368531908309,-3.1610844388144295,38,IS
2025-04-01,OPTT,0.03416361127580925,0.003859968538369452,0.030303642737439795,45,IS
2025-04-01,QQQ,3.2292491367883827,4.702257690974643,-1.4730085541862628,50,IS
2025-04-01,RUT,-7.741350446428896,27.31140269339426,-35.05275313982315,68,IS
2025-04-01,TSLA,-1.2303793770926177,1.5247306943620955,-2.7551100714547108,28,IS
2025-04-01,UNH,1.2098563058033278,3.8781377485002793,-2.668281442696951,37,IS
2025-05-01,AAPL,-7.157757895333475,1.191025477872576,-8.348783373206054,28,IS
2025-05-01,AMD,-0.4345092773437642,0.5697400456564766,-1.0042493230002418,29,IS
2025-05-01,AMGN,-5.412311008998188,2.6796210522242956,-8.091932061222485,47,IS
2025-05-01,AMZN,-0.6857681274414062,0.26734687423706055,-0.9531150016784667,7,IS
2025-05-01,DJI,14.572265625007276,376.5685177734376,-361.9962521484302,46,IS
2025-05-01,FTSE,-22.14644949776084,101.86616554478236,-124.0126150425432,60,IS
2025-05-01,GME,0.476020472390303,0.2108849678380149,0.2651355045522882,38,IS
2025-05-01,GOOG,-1.2118808201380773,1.4998666413988386,-2.7117474615369153,46,IS
2025-05-01,GSPC,3.181919642856883,57.450224441964295,-54.268304799107405,51,IS
2025-05-01,MSFT,-1.70352935791027,4.128875287628176,-5.832404645538443,48,IS
2025-05-01,NVDA,-1.1624927520752237,0.6798333501815795,-1.842326102256804,30,IS
2025-05-01,OPTT,0.011663214436599068,0.0028246992127171585,0.00883851522388191,34,IS
2025-05-01,QQQ,-1.2674985613141985,3.87490893434797,-5.142407495662169,40,IS
2025-05-01,RUT,15.002777099609375,27.324047238159174,-12.321270138549814,69,IS
2025-05-01,TSLA,-4.788480486188689,1.9331604830060691,-6.721640969194755,34,IS
2025-05-01,UNH,1.2835704258511669,2.6567187773568297,-1.3731483515056626,33,IS
2025-07-01,AAPL,1.2398817879812896,1.748743911579677,-0.5088621235983869,42,IS
2025-07-01,AMD,2.7352245875767665,0.9845239583151683,1.7507006292615985,36,IS
2025-07-01,AMGN,5.6862498692103145,2.726343798937116,2.9599060702731994,47,IS
2025-07-01,AMZN,-2.6185744149343577,1.9805341759272985,-4.599108590861657,45,IS
2025-07-01,DJI,271.5365513392826,418.24874857700894,-146.7121972377264,47,IS
2025-07-01,FTSE,-8.724679129465585,103.20116140485491,-111.9258405343205,59,IS
2025-07-01,GME,0.20140784127371347,0.20223028741564072,-0.0008224461419272409,42,IS
2025-07-01,GOOG,-1.9008963448660268,1.4095976381574356,-3.310493983023464,40,IS
2025-07-01,GSPC,-26.386928013395845,49.584997935267864,-75.97192594866371,40,IS
2025-07-01,MSFT,1.599360874720901,3.7448919376918246,-2.1455310629709246,38,IS
2025-07-01,NVDA,0.6930912562779099,1.137014002336775,-0.44392274605886506,37,IS
2025-07-01,OPTT,-0.0009144246578215998,0.0013408484667539597,-0.0022552731245755603,14,IS
2025-07-01,QQQ,0.0010310581752719372,4.378746908351354,-4.377715850176082,40,IS
2025-07-01,RUT,22.554521833146282,31.63913582327706,-9.084613990130785,72,IS
2025-07-01,TSLA,-2.411776951381114,2.172314141518729,-4.5840910928998415,36,IS
2025-07-01,UNH,7.590670994349864,2.9715454532078334,4.619125541142033,46,IS
2025-04-02,AAPL,0.06861659458709823,1.5670221982683454,-1.498405603681247,35,IS
2025-04-02,AMD,-1.2991537366594486,0.6799021509715489,-1.9790558876309972,33,IS
2025-04-02,AMGN,-0.6385683332169947,1.5252436413356238,-2.163811974552618,25,IS
2025-04-02,AMZN,1.1486816406250284,1.4002350723266603,-0.2515534317016315,36,IS
2025-04-02,DJI,213.75446428570285,480.0141949776785,-266.2597306919758,57,IS
2025-04-02,FTSE,-9.840680803567011,94.29716795479914,-104.13784875836613,55,IS
2025-04-02,GME,0.0,0.0,0.0,0,IS
2025-04-02,GOOG,-1.6559938703265118,1.0168340252467563,-2.6728278955732683,32,IS
2025-04-02,GSPC,24.990059988837857,63.301938166155125,-38.31187817731727,56,IS
2025-04-02,MSFT,-1.1020823887417919,2.9052933684212823,-4.007375757163077,38,IS
2025-04-02,NVDA,0.28949955531530236,0.7922343851361956,-0.5027348298208928,36,IS
2025-04-02,OPTT,0.005603235747133062,0.0025745973181511674,0.0030286384289818957,31,IS
2025-04-02,QQQ,0.1121597290039631,4.084422657012939,-3.972262928008976,43,IS
2025-04-02,RUT,21.13131277901789,31.29231055559431,-10.16099777657642,77,IS
2025-04-02,TSLA,9.560939243861583,0.9315929194859098,8.629346324375675,17,IS
2025-04-02,UNH,-5.286666870117074,3.866209861755371,-9.152876731872448,37,IS
